Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;
250010605000001;1;770;768;279;47;272;103;12;4;4;1;34;0;7;0;6;1;0;0;0;0;0;9;0;0;0;2;1;1;1;1;1;0;2;0;17;11;13;18;15;20;16;18;31;22;13;23;20;21;25;14;14;11;13;18;16;8;20;10;5;9;4;9;11;8;7;13;10;10;10;10;9;11;4;10;13;11;7;5;11;11;10;5;9;3;3;5;4;6;7;2;4;4;4;3;3;4;3;4;1;4;5;4;11;7;2;3;3;5;2;1;1;7;0;4;2;1;2;0;0;1;1;0;2;0;1;2;0;0;1;0;0;0;0;0
250010605000002;1;225;225;89;27;63;20;1;3;1;0;18;1;0;0;2;0;0;0;0;0;0;7;1;0;1;1;0;0;0;1;1;2;0;0;2;3;3;1;8;3;2;2;3;3;4;6;6;5;9;3;4;3;3;5;5;3;7;6;2;5;3;2;5;0;2;2;2;2;0;3;4;1;8;3;3;2;4;5;4;2;0;1;1;2;1;1;3;4;3;4;0;4;2;1;2;1;0;2;1;1;1;4;1;5;2;1;1;1;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000003;1;409;409;156;42;129;33;3;7;2;1;19;0;5;0;8;0;4;0;0;0;0;6;1;0;2;0;0;1;1;0;0;0;1;0;4;10;8;4;6;9;6;10;6;10;15;3;11;9;10;11;4;4;6;6;5;7;4;7;3;3;7;8;6;9;3;6;5;5;7;1;5;9;3;13;3;8;8;2;8;7;3;3;2;3;3;6;2;3;3;6;0;5;3;4;2;3;7;3;0;3;5;2;5;1;1;3;1;1;1;1;1;1;1;2;1;1;2;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0
250010605000004;8;453;453;173;23;196;26;5;4;0;0;18;1;1;0;4;1;1;0;0;0;0;7;1;0;1;0;1;0;0;2;1;0;0;1;11;4;12;3;10;10;10;11;10;9;10;15;14;13;14;6;11;7;6;12;7;7;15;7;12;9;6;10;4;6;4;3;9;6;3;6;7;3;4;5;7;3;2;4;6;0;1;1;1;6;5;4;1;5;3;5;2;2;3;1;1;3;5;8;2;6;2;5;4;3;1;3;2;0;2;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000005;5;325;325;102;50;97;47;0;3;1;0;22;1;1;0;1;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;2;3;0;1;3;4;8;3;7;4;7;6;6;5;6;6;10;7;6;6;6;11;6;8;5;3;9;13;8;9;7;3;10;10;6;1;4;2;2;2;3;1;1;6;1;5;3;3;4;2;4;2;3;2;0;5;3;4;7;1;2;4;1;2;1;4;3;1;2;0;1;1;0;2;0;5;1;0;0;1;1;0;0;0;0;2;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
250010605000006;8;287;287;69;66;112;13;0;0;1;1;12;0;7;0;3;2;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;7;4;8;4;7;5;7;2;3;6;6;3;5;4;11;3;5;9;1;7;3;3;10;3;5;4;8;3;6;6;2;6;2;6;4;7;2;2;0;3;4;3;3;6;5;6;3;1;2;4;1;5;2;6;1;2;5;1;1;3;1;2;1;1;1;2;2;1;1;3;0;0;3;1;0;0;0;2;1;1;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
250010605000007;8;187;187;67;17;80;8;2;3;0;0;6;0;1;0;2;0;1;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;1;0;3;6;4;0;4;3;2;3;2;0;4;0;3;1;4;3;4;7;4;5;2;5;8;2;6;1;10;3;3;6;5;1;1;3;1;3;2;0;1;1;1;2;3;2;3;2;1;2;1;2;0;4;0;4;2;0;0;2;4;1;0;0;3;2;1;3;1;1;0;1;2;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000008;8;284;284;101;22;127;8;0;2;1;1;6;1;4;0;5;6;0;0;0;0;0;6;0;1;0;0;2;0;0;0;0;2;1;0;4;7;6;3;3;8;7;7;2;3;4;6;8;10;8;4;7;8;6;4;6;8;6;10;4;2;6;5;4;5;4;3;1;3;4;4;5;2;4;4;0;4;0;0;3;2;4;5;2;2;4;5;0;2;1;3;5;1;0;4;3;2;1;1;0;0;2;3;1;1;0;0;2;1;0;2;0;0;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
250010605000009;8;403;403;137;22;192;19;1;5;6;1;9;1;9;0;1;0;0;0;0;0;0;5;1;0;0;0;1;0;0;1;1;1;0;0;4;7;6;4;10;10;7;8;12;11;6;11;14;12;11;11;7;13;9;10;6;11;10;8;5;5;3;5;3;6;2;4;6;6;2;6;7;3;3;4;5;3;6;6;8;4;4;5;4;5;2;5;3;1;1;3;3;2;1;2;0;3;0;1;2;1;2;1;3;2;2;1;2;0;3;2;1;1;2;2;0;3;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
250010605000010;8;311;311;114;14;148;12;5;1;1;0;11;0;1;0;2;2;0;0;0;0;0;7;1;1;0;0;0;1;0;0;0;2;2;0;4;5;8;5;5;6;7;6;10;5;10;10;8;9;11;8;7;7;7;6;5;6;5;6;5;4;6;5;4;5;2;3;8;0;4;3;1;2;6;4;2;4;4;2;3;4;4;2;3;4;2;4;1;2;0;1;2;1;1;0;5;2;1;1;0;1;3;0;2;3;0;3;0;0;3;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
