Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;
250010605000001;1;758;758;157;238;201;90;12;6;7;4;29;0;8;0;5;1;0;0;0;0;0;11;1;0;0;2;1;0;2;0;0;2;2;1;9;10;13;12;15;13;10;14;18;19;14;16;20;16;23;12;15;11;17;16;10;18;16;9;9;6;7;14;9;9;17;12;10;11;11;9;9;7;7;5;15;10;12;10;6;7;11;9;4;8;3;8;3;8;6;6;1;3;2;6;10;10;6;4;7;2;6;2;6;5;3;3;10;7;3;2;6;4;1;2;2;1;1;0;0;1;2;1;1;1;0;0;0;1;0;1;0;0;0;0
250010605000002;1;275;275;59;74;79;30;8;2;3;0;12;2;2;0;4;0;0;0;0;0;0;3;0;1;0;0;1;0;0;0;1;0;0;0;4;3;1;2;3;2;4;5;10;12;4;5;8;9;11;5;5;4;2;5;4;1;5;2;3;4;4;2;5;1;1;6;4;6;7;4;3;4;5;2;6;1;8;6;5;1;5;1;3;5;0;3;3;2;3;0;0;0;3;3;2;3;0;3;2;1;5;1;4;3;0;0;1;3;0;0;2;2;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
250010605000003;1;480;480;139;130;103;53;4;0;9;1;12;0;12;0;6;0;7;0;4;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;3;7;7;4;7;10;12;8;5;8;9;5;8;9;2;7;9;7;11;7;6;2;9;1;12;7;8;8;8;6;7;4;7;10;10;8;7;2;4;6;9;7;7;3;4;4;2;2;4;4;4;6;3;7;11;9;7;2;2;6;2;8;4;2;5;3;2;5;5;7;2;2;3;7;1;3;8;3;3;1;6;5;5;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000004;8;407;407;44;155;154;13;6;5;1;0;22;1;2;0;2;1;1;0;0;0;0;8;1;0;0;0;2;0;1;0;2;1;0;1;8;9;9;7;10;6;2;12;8;10;12;12;9;12;10;13;9;10;2;6;7;9;8;6;8;6;4;9;5;1;5;3;6;6;6;3;8;5;2;2;3;4;5;5;2;4;2;4;4;5;3;10;1;2;4;1;5;2;6;1;2;2;3;4;4;3;4;2;3;1;1;3;2;1;0;0;1;0;1;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000005;5;342;342;97;84;94;34;3;5;2;0;19;0;1;0;2;1;0;0;0;0;0;4;0;0;0;2;0;1;0;0;0;0;0;1;14;5;8;3;9;3;7;7;9;11;6;9;6;11;7;6;5;4;8;8;8;7;4;7;3;3;4;4;12;4;3;1;6;4;2;3;4;3;1;6;1;4;3;2;3;1;5;7;5;4;2;0;5;6;1;4;3;5;2;1;1;2;6;6;0;2;2;2;2;2;1;1;3;0;0;1;1;0;0;0;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000006;8;317;317;88;57;127;16;4;2;4;1;7;0;2;1;3;4;1;0;0;0;0;4;0;3;0;0;1;0;0;0;0;0;0;0;0;6;1;7;7;4;7;6;1;10;6;13;15;12;11;7;5;5;3;8;4;7;5;5;6;5;1;6;3;3;5;7;7;4;5;4;7;0;2;2;3;1;1;3;3;4;3;2;4;4;4;4;1;2;3;3;6;0;1;4;2;4;0;1;0;2;3;3;0;2;0;3;2;1;0;2;0;0;0;0;2;0;1;2;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
250010605000007;8;184;184;31;61;67;9;0;0;1;0;10;0;2;0;3;0;0;0;0;0;0;4;0;0;0;0;1;1;0;0;0;1;1;0;2;3;3;5;5;3;3;2;2;5;5;2;4;2;4;3;3;2;2;6;2;4;2;4;3;6;5;3;3;2;1;2;1;4;1;1;1;2;3;1;1;1;0;2;1;3;3;2;1;2;1;2;3;2;4;2;2;0;1;2;1;4;4;2;0;3;0;1;2;1;2;0;0;1;1;0;0;1;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250010605000008;8;268;268;30;93;102;9;2;5;1;1;12;0;2;1;4;6;0;0;0;0;0;11;0;1;0;1;1;0;2;1;0;1;1;3;2;6;3;5;4;3;8;3;1;6;8;6;8;8;8;3;7;8;9;3;8;6;5;5;6;5;2;4;5;5;3;3;2;3;3;6;3;0;3;2;2;2;3;4;4;1;3;5;2;4;2;0;0;3;2;3;2;1;3;1;0;5;3;1;0;0;1;0;0;1;0;0;3;0;3;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
250010605000009;8;382;382;44;128;159;18;2;2;6;1;9;1;11;0;1;0;0;0;0;0;0;5;0;0;0;1;0;0;2;1;0;0;0;1;5;9;6;6;8;11;7;6;4;9;7;12;8;9;9;10;9;13;6;10;9;7;2;8;4;5;9;3;3;6;6;3;3;4;4;3;1;5;5;10;2;6;3;4;8;5;3;3;7;5;2;3;3;3;3;3;3;2;2;0;1;2;4;0;0;0;2;4;3;3;3;3;1;1;2;1;1;2;0;3;1;0;0;1;1;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0
250010605000010;8;270;270;30;108;95;20;1;2;2;1;9;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;3;3;3;1;2;5;3;5;8;9;9;4;9;9;8;5;5;6;10;6;3;2;4;4;3;1;3;10;5;5;2;4;3;5;4;5;5;1;5;3;4;3;4;5;3;3;1;2;3;4;2;1;2;2;2;0;4;1;2;2;1;2;6;0;1;1;2;0;2;1;1;3;1;0;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
